Business Name,Category,Description,Street,City,Phone Number,Email,Website,Image 1,Image 2,Image 3,Image 4,Image 5
Autocom NI ltd,auto parts store,"Autocom NI ltd is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service. Fantastic service, highly recommend!","Unit 36, Cookstown Enterprise Centre, Derryloran Industrial Estate, Sandholes Rd, Cookstown BT80 9LU",Northern Ireland,+44 28 8675 7147,,http://www.autocominstalls.com/,https://lh3.googleusercontent.com/p/AF1QipM_y701pbs_TC7-nB29zlA8uTPiScr64V117yDp=w1600,,,,
Molloy's Tyres,auto parts store,Molloy's Tyres is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.  In-store shopping ,"132 Drum Rd, Cookstown BT80 9DN",Northern Ireland,+44 28 8676 1112,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqQSAx9SBKAZZKcBXrhMN_Tp_873x95hks1lw9BZsgaYW6X7gw4JaqPE4739NWjMfu0dBOIlGNWgOIF25Fv2oiYn0QPFkWvdtSz_a0OXwAsQTScN_CXxo23b0wrWDBCsxsFzSNL=w1600,,,,
Component Sales,auto parts store,Component Sales is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service.  In-store pick-up ·  Delivery ,"53-55 King St, Magherafelt BT45 6AS",Northern Ireland,+44 28 7963 1895,,http://componentsales.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np6FyKrxg1uO29BQZCEReWGIo4bz5nHI2PTE0DFzZOc4RiH09Ja-dbbv9g6h4U4CU9U7AO86GpuLM0oqBwizGtooHrKEM6xIxpODTF2oSvmSRQ3LGFezr2k6J2LSNHkTiLBJs2e9Q=w1600,,,,
Cookstown Tyre Depot,auto parts store,Cookstown Tyre Depot is a retail establishment in Northern Ireland providing quality products and services to our customers. We offer a wide range of items with competitive prices and friendly service. Excellent service and very reasonably priced!,"145 Moneymore Rd, Cookstown BT80 9UU",Northern Ireland,+44 28 8676 6448,,http://www.cookstowntyredepot.co.uk/,https://lh3.googleusercontent.com/p/AF1QipNSSz3I93VKhzt6Ul_CnI19nf3FD4cjR8PAIQCH=w1600,,,,
V W Audi Bitz,auto parts store,"Great Honest people, would definitely buy from them, easy purchasing and returns process!","11 Tamlaghtmore Rd, Cookstown BT80 9UT",Northern Ireland,+44 28 8676 6536,,https://www.vwaudibitz.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvZ9xFwQk-Tm0bR80H4pWZpgBsqiCvOSxnUM7Uupr2rlGOKIVx5hofgYm697w_gH9gznBBm5dsPum75HqNBqdmv6xLNlRiedebxT0Olzz-RvKe7kwnVSPvcjH0WiADc-fbpK1s=w1600,,,,
Alloy Repair Centre,wheel repair,Recently had my alloy wheels refurbished here and they did an amazing job. They look brand new. You can see the before and after.,"Unit 1, Cookstown Square, Second Ave, Tallaght, Dublin, D24 TV21, Ireland",Northern Ireland,+353 87 363 3012,,https://alloyrepaircentre.ie/,https://lh3.googleusercontent.com/p/AF1QipM7UmwqRAPBqEEBCVAzCrTFNFSz8Vpu6F98Hk6A=w1600,,,,
A29 Garage Services,wheel repair,"I've used A29 Garage Services three times so far and I'm quite satisfied overall, but there are a few things worth mentioning. …","42 Dungannon Rd, Cookstown BT80 9AE",Northern Ireland,+44 28 8676 3253,,http://www.a29garageservices.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nohQc0KjKGuKTBiHlKF_mIy78Gg3vqDugJDlmxYJGRSMVwGjTBUSlkLpGutrBw_0vZgcCtzciLZkPMews5wmKCeDhc862JshrED-_Yk_0yYPDGfasESn0tDwpSx1clR1anRmjle=w1600,,,,
A&M Car body work,wheel repair,"First class work every time from Arthur & Matthew clean , tidy and fairly priced always willing to help and they take pride in their work thanks Guys .Highly recommend their work","125 Westland Rd S, Cookstown BT80 8JN",Northern Ireland,+44 7522 779073,,http://www.amcarbodywork.com/,https://lh3.googleusercontent.com/p/AF1QipPhhIiXJxxMeFGHPXojFP4rwIkK7voFkrAcMfIx=w1600,,,,
J Mullin Recovery,wheel repair,J Mullin Recovery is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"10 Maloon Way, Tyrone, Cookstown BT80 8WX",Northern Ireland,+44 7802 510172,,http://jmullinautobodyrepairs.co.uk/,,,,,
Rh bodyrepairs,wheel repair,Rh bodyrepairs is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"11 Tamlaghtmore Rd, Cookstown BT80 9UT",Northern Ireland,+44 7756 662594,,,,,,,
Gordon Barnes Car & Van Repairs,wheel repair,"This garage is well regarded and often comes up in word-of-mouth recommendations. The owner Gordon, has been fixing local cars for over 30 years I believe. …","159 Orritor Rd, Cookstown BT80 9RB",Northern Ireland,+44 7821 199427,,,https://lh3.googleusercontent.com/p/AF1QipPx58aFJzrxAg7sPZi24EFCEuL0EtXuIUcakaIX=w1600,,,,
JB AUTO Repairs,wheel repair,"Fast, Friendly, knowledgeable, honset and great value .Thank you for repair to my Škoda Octavia.","Molesworth Rd, Cookstown BT80 8NR",Northern Ireland,+44 7541 390019,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroktaeo4HM9wA4qxjF_txHg9NjEhjM7PMUR7Vl1-XJ0xUPxFRbkmSA71gYSO7Kds1mf5JAKukC10B1DyMlNMmHMZS_S4kMe3YU6jZSuK_zmgCuqBeo80lmKesQRVDUYKWaUsNE=w1600,,,,
PETESTOP DPF CENTRE - Cleaning / Regeneration,vehicle tuning services,"best of the best, my DPF got a new life!!! I recommend it 100%%","2 Killymoon St, Cookstown BT80 8JZ",Northern Ireland,+44 28 8673 8519,,https://www.facebook.com/share/p/fDWsyYNQrpJvLjAV/,https://lh3.googleusercontent.com/p/AF1QipM7g2qgylIwnXe8Svwasc8I1o0JKTffZFMhPML4=w1600,,,,
DREW STEWART AUTO REPAIRS,vehicle tuning services,"oil change in automatic transmission AUDI A6C7done perfectly, irecommend this company to everyone","37 Drumgrass Rd, Cookstown BT80 9UZ",Northern Ireland,+44 7816 788232,,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKDj3qqf-SVvwjOuTtKBMaLMvHLCeywcmchaQKGYL3nXi07O1bp8Ap3CUBUpuLssBICuPPATao45iGkvWGqY_uzqJQfOxh7mDP1DZGEAuHdSuD6fXJn2BumqRkb-hE1GaxqwJtEA=w1600,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqKDj3qqf-SVvwjOuTtKBMaLMvHLCeywcmchaQKGYL3nXi07O1bp8Ap3CUBUpuLssBICuPPATao45iGkvWGqY_uzqJQfOxh7mDP1DZGEAuHdSuD6fXJn2BumqRkb-hE1GaxqwJtEA=w1600,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nroktaeo4HM9wA4qxjF_txHg9NjEhjM7PMUR7Vl1-XJ0xUPxFRbkmSA71gYSO7Kds1mf5JAKukC10B1DyMlNMmHMZS_S4kMe3YU6jZSuK_zmgCuqBeo80lmKesQRVDUYKWaUsNE=w1600,https://lh3.googleusercontent.com/p/AF1QipPGlUsF8PEiwfqMX6gI1C1pI_5pUao1nwsw_Mxz=w1600,https://lh3.googleusercontent.com/p/AF1QipPx58aFJzrxAg7sPZi24EFCEuL0EtXuIUcakaIX=w1600
MCS Auto Services,vehicle tuning services,Food has got even better since the revamp and the price is still better than most places. You’ll not leave here hungry,"1 Riverside, Cookstown BT80 9UX",Northern Ireland,+44 7808 725624,,http://www.mcsautoservices.co.uk/,https://lh3.googleusercontent.com/p/AF1QipNcRtoqimFj0KwweVNgVldNedBXtWXEXvLamfSI=w1600,,,,
Kms worx Automotive Diagnostics,vehicle tuning services,Keith and Kyle are definitely good at what they do. Any work is always completed to a high standard and prompt. I wouldn't go anywhere else!,"36 Fairhill Rd, Cookstown BT80 8AG",Northern Ireland,+44 7596 396643,,,https://lh3.googleusercontent.com/p/AF1QipPGlUsF8PEiwfqMX6gI1C1pI_5pUao1nwsw_Mxz=w1600,,,,
Torque Performance Tuning,vehicle tuning services,Torque Performance Tuning provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"48 Deerpark Road, Bellaghy BT45 8LB",Northern Ireland,+44 7904 036998,,,,,,,
Sidekick Auto Remaps,vehicle tuning services,"Great experience, treated well was brought tea while i waited car only took an hour and a half which was kind of annoying. big improvement of fuel consumption and no EGR and DPF problems since","Business Park, 11 Milltown Rd, Magherafet BT45 6PD",Northern Ireland,+44 7501 000752,,http://www.sidekickauto.com/,,,,,
Lennons Accident Repairs,mechanics,What an excellent Job on my VW Passat Looks like new! I know where I will be sending my friends if they need work done The Staff were so friendly and helpful,"Lennon Accident Repairs, 16 Sandholes Rd, Cookstown BT80 9AR",Northern Ireland,+44 28 8676 3612,,https://lennonsbodyshop.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwD_Tu9mulvq2K3Q6VOXTCJrUJOp6hQ0fPd0lpjr11xyrGVXjm9boYa6QIn-4wLPz3KYh-o2UeDf5nlS5eS_OkxjCUgovssXzdvggqAwQRg_zc7Sik05CBCe-t5-ZRpnhSvTc=w1600,,,,
G Lyttle & Sons,mechanics,Fantastic crew...very friendly....good service 👍😇😎jct …,"219 Drum Rd, Cookstown BT80 9HR",Northern Ireland,+44 28 8675 1261,,,https://lh3.googleusercontent.com/p/AF1QipMC-snABgwV2qpO50_EBALLhRoFtimH5NCizyW9=w1600,,,,
Cars Recovery Cookstown,mechanics,"Cars Recovery Cookstown is a professional automotive repair service in Northern Ireland. We offer comprehensive car maintenance and repair services, including engine diagnostics, brake repairs, and general automotive servicing.","Loy St, Cookstown BT80 8PZ",Northern Ireland,,,,,,,,
Lennox Auto Services Ltd,mechanics,"Brilliant brilliant service. We broke down on the Glenshane pass, quick call, and there was a recovery truck on the way. Very efficient and helpful.","9 Carrydarragh Rd, Moneymore, Magherafelt BT45 7YX",Northern Ireland,+44 28 8674 8506,,,,,,,
"Mobile Car Mechanic , electromechanic, car transporter",mechanics,"Mobile Car Mechanic , electromechanic, car transporter is a professional automotive repair service in Northern Ireland. We offer comprehensive car maintenance and repair services, including engine diagnostics, brake repairs, and general automotive servicing.","133C Dungannon Rd, Cookstown BT80 9BD",Northern Ireland,+44 7708 267880,,https://alwo.uk/,,,,,
Glen Allen Car Body Repairs,mechanics,"Glen Allen Car Body Repairs is a professional automotive repair service in Northern Ireland. We offer comprehensive car maintenance and repair services, including engine diagnostics, brake repairs, and general automotive servicing. Superb customer service and aftercare","38a Drumgrass Road, Cookstown BT80 9UZ",Northern Ireland,+44 28 8676 3915,,,https://lh3.googleusercontent.com/p/AF1QipPhhIiXJxxMeFGHPXojFP4rwIkK7voFkrAcMfIx=w1600,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwD_Tu9mulvq2K3Q6VOXTCJrUJOp6hQ0fPd0lpjr11xyrGVXjm9boYa6QIn-4wLPz3KYh-o2UeDf5nlS5eS_OkxjCUgovssXzdvggqAwQRg_zc7Sik05CBCe-t5-ZRpnhSvTc=w1600,,,
Mobile Mechanic NI,mechanics,Had a knocking noise coming from my suspension and didn’t want to drive any further. I rang Paul and he was with me the next morning!! Great service and fair pricing! Thanks again bud 👍 …,,,+44 7849 113521,,https://www.mobilemechanicni.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYHJIjdf_KOzLLi1ee3W4vko32cpMyU2OGZoLgwOPiYiDlOhffqehtH2rh9h6OzR3ydQa2ujcwEspyL2YD4gWCNf0NIjTezNMHU4jKOyjkyNNoC3xHbMwCuryxadFilNINk7bDPQ=w1600,https://lh3.googleusercontent.com/gps-cs-s/AC9h4noYHJIjdf_KOzLLi1ee3W4vko32cpMyU2OGZoLgwOPiYiDlOhffqehtH2rh9h6OzR3ydQa2ujcwEspyL2YD4gWCNf0NIjTezNMHU4jKOyjkyNNoC3xHbMwCuryxadFilNINk7bDPQ=w1600,,,
Hillside Motors,car dealer,We bought a pickup from Hillside motors. The customer service was fantastic. We would highly recommend.,"Killucan Rd, Cookstown BT80 9JW",Northern Ireland,+44 7710 036286,,https://www.facebook.com/Hillside-Motors-112857024179385/,https://lh3.googleusercontent.com/p/AF1QipO9C3I2frNIBtDdEFUHdm1Du9QiFQbBxHOSGA5i=w1600,,,,
Bm Cars Ni,car dealer,Brian was a true gentleman and give me a very good deal l would highly recommend him to go to when you are purchasing your next vehicle,"6 Mullan Rd, Cookstown BT80 0DD",Northern Ireland,+44 7792 973874,,http://www.bmcarsni.com/,,,,,
Cookstown Credit Union,car finance and loan company,"Unfriendly, felt like I'm an imposition. Feeding their faces with biscuits. Gave me my money, two receipts and card in a pile. Had to ask for an envelope. A smile or a thank you wouldn't hurt.","16-18 Burn Rd, Cookstown BT80 8DN",Northern Ireland,+44 28 8676 2840,,http://www.cookstowncu.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrtWML1SPcuhThST5ReqCD-Rk3GLkA3BLCtCfN8xDZk78JNvz5-1a_8ir3rWTqeJp77VG94oRuyiRyd1fjIC3PUtt-c8FmHLVznaf8Ixf8-7vFVnVzAiems1ozGUxDwt3tReSIL=w1600,,,,
Fairhill and District Credit Union Ltd,car finance and loan company,"Fairhill and District Credit Union Ltd is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction. Excellent place, very helpful A*","17 William St, Cookstown BT80 8AX",Northern Ireland,+44 28 8676 9455,,https://fairhillanddistrictcu.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq3TI6YReAvlk5rd8Gz8jNDUpGHeOD_lbVP7wqxOnJGh-kIg9lQ_HW2R8VVBayZlSyhoxVzMrhdmhWiOPIVYoz2J5so484RtwZFEVoE0j0FVdPMBLNOlv2Sh2SaYYTkYdgTdMWO=w1600,,,,
Morses Club,car finance and loan company,Morses Club is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"Cookstown Enterprise Centre, Unit 28 Sandholes Rd, Derryloran Industrial Estate, Cookstown BT80 9LU",Northern Ireland,+44 330 045 0719,,https://www.morsesclub.com/branches/county-armagh/portadown-cash-loans,,,,,
Financial Solutions,car finance and loan company,Financial Solutions is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"14 Oldtown St, Cookstown BT80 8EF",Northern Ireland,+44 28 8676 5900,,,,,,,
The Mortgage Clinic | Cookstown,car finance and loan company,The Mortgage Clinic | Cookstown is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"LCC House, 1 Lissan Rd, Cookstown BT80 8EN",Northern Ireland,+44 28 8673 1055,,https://www.themortgageclinicuk.co.uk/cookstown/,https://lh3.googleusercontent.com/p/AF1QipM9FNi4Cz8moVjGuw501IvNtH70ObmIkpNEMny3=w1600,,,,
Cookstown Mortgage Centre,car finance and loan company,Cookstown Mortgage Centre is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"17 Old Rectory Heights, Tyrone, Cookstown BT80 9XZ",Northern Ireland,+44 28 8644 0707,,http://www.cookstownmortgagecentre.co.uk/,,,,,
Mortgage Services Cookstown LTD,car finance and loan company,Always get good advice and staff takes the time to make you understand what your taking out.,"52 e William Street, Cookstown BT80 8NB",Northern Ireland,+44 28 8676 0060,,http://www.mortgageservicescookstown.com/,https://lh3.googleusercontent.com/p/AF1QipO8NzJSKLy_xwhdBHgQI49-VbYG-D5GUvqSselP=w1600,,,,
Luvbug4hire,car rental company,Luvbug4hire is a business operating in Northern Ireland. We provide quality products and services to our customers with a focus on reliability and customer satisfaction.,"Oldtown St, Cookstown BT80 8EF",Northern Ireland,+44 7841 745061,,,,,,,
C4 Wedding Car Hire,car rental company,I would strongly recommend C4 Wedding Car Hire to anyone.. Pamela was a pleasure to have as part of our day.. so professional and a lovely person to work with Thank you for everything!!,"4 Corby Rd, Cookstown BT80 9TF",Northern Ireland,+44 28 8675 1979,,https://c4weddingcarhire.co.uk/,https://lh3.googleusercontent.com/p/AF1QipMVFIZyBroULJygKwmCOZ0TdNIfmzOmcWRJQh0d=w1600,,,,
Cookstown Enterprise Centre,car rental company,Easy access and well laid out social distancing and cleaning products,"Derryloran Industrial Estate, Sandholes Rd, Cookstown BT80 9LU",Northern Ireland,+44 28 8676 3660,,http://www.cookstownenterprise.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nq9anKPX8KDiW1KpYc5csnoufikO61_APzAItVIGEKUtiZq-VEljWrwu0X8o-_KR-nH8MlA_9CEMev10EaKZrxkyxx_O2Gk9m4Dhvg7Fj-PUhYkYOZVhnSqcpPDOoVKqek8K_Of=w1600,,,,
Town & Country Property Services,leasing service,Very helpful and makes the process stress free. Highly reccomend this estate agents. 5 star.,"25 Oldtown St, Cookstown BT80 8EE",Northern Ireland,+44 28 8676 7600,,https://www.townandcountryni.com/,,,,,
Priory Plant Hire,leasing service,"A great service by Priory plant hire , Machines delivered on time and very reasonably priced. Would definitely recommend! Thanks","1A Central Ave, Cookstown BT80 8AJ",Northern Ireland,+44 7974 443031,,https://www.prioryplanthire.com/,,,,,
K Cabin,leasing service,K Cabin provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"Kilcronagh Business Park, G1 BT80 9HJ",Northern Ireland,+44 28 8648 0966,,http://www.kcabin.com/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4np7R-4ZK2HT_EZ_q-5vHkA_qS3UCrWvjfR7I4ScDmUj2MeGaxl1jTyBcK_JGQGukJLxvV0x-IWXiH_xbA9wwA8BNQs0CY-S7LV7S5Aa4VmNqPqefxMXIWymj6VQp3T35gH3Aaxy=w1600,,,,
Pavilion Real Estate,leasing service,Pavilion Real Estate provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"House, Suite 11, 1 Lissan Road LCC, Cookstown BT80 8EN",Northern Ireland,+44 28 8676 5279,,http://www.pavilionrealestate.co.uk/,,,,,
The Cherry Tree Apartments,leasing service,The Cherry Tree Apartments provides professional services in Northern Ireland. We are committed to delivering quality service and customer satisfaction in all our business operations.,"21 Molesworth St, Cookstown BT80 8NX",Northern Ireland,,,http://www.thecherrytreeapartments.co.uk/,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr-Ety7X0HcC_50wvlC8VBvLKVMvAWrKVRYtPw-el5nWyDJo1iZMSGpjfK_NPlgrK9Uicxs9CIaMwRN_sDbv_0xMXes6BVLUVTMUwl9bIvozEXO86W3xmhvUL1zTVuhCwStpBVv=w1600,,,,
